Energy (eV),n 10°,Dichroism 10°,Birefringence 10°,n 80°,Dichroism 80°,Birefringence 80°
301.8,"(np.complex128(0.0016557443774518929+0.002418205548609083j), np.complex128(0.001834461529468387+0.0012947623066615847j))",0.0011234432419474985,-0.00017871715201649412,"(np.complex128(0.001834461529468387+0.0012947623066615847j), np.complex128(0.0016557443774518929+0.002418205548609083j))",-0.0011234432419474985,0.00017871715201649412
301.9,"(np.complex128(0.001668257834292569+0.002415984313256146j), np.complex128(0.0018333233782159627+0.0012938194876101331j))",0.001122164825646013,-0.00016506554392339357,"(np.complex128(0.0018333233782159627+0.0012938194876101333j), np.complex128(0.001668257834292569+0.002415984313256146j))",-0.0011221648256460129,0.00016506554392339357
302.0,"(np.complex128(0.001681004509313576+0.0024136550166923712j), np.complex128(0.0018322101234235326+0.0012928633525203087j))",0.0011207916641720625,-0.00015120561410995664,"(np.complex128(0.0018322101234235326+0.0012928633525203087j), np.complex128(0.001681004509313576+0.0024136550166923712j))",-0.0011207916641720625,0.00015120561410995664
302.1,"(np.complex128(0.0016939981328726835+0.0024112345562052424j), np.complex128(0.0018311223941364263+0.001291869901801153j))",0.0011193646544040894,-0.00013712426126374281,"(np.complex128(0.0018311223941364263+0.001291869901801153j), np.complex128(0.0016939981328726835+0.0024112345562052424j))",-0.0011193646544040894,0.00013712426126374281
302.2,"(np.complex128(0.0017072478365607012+0.002408653678612562j), np.complex128(0.0018300017497160177+0.0012908197760521647j))",0.0011178339025603974,-0.00012275391315531652,"(np.complex128(0.0018300017497160177+0.0012908197760521647j), np.complex128(0.0017072478365607012+0.002408653678612562j))",-0.0011178339025603974,0.00012275391315531652
302.3,"(np.complex128(0.0017207563365228599+0.002405905392612523j), np.complex128(0.0018288915549613826+0.0012898675933387832j))",0.00111603779927374,-0.00010813521843852278,"(np.complex128(0.0018288915549613829+0.0012898675933387832j), np.complex128(0.0017207563365228599+0.002405905392612523j))",-0.00111603779927374,0.000108135218438523
302.4,"(np.complex128(0.0017344855515545473+0.0024028996254091863j), np.complex128(0.0018278426574810662+0.0012888762697934061j))",0.00111402335561578,-9.335710592651893e-05,"(np.complex128(0.0018278426574810662+0.0012888762697934064j), np.complex128(0.0017344855515545473+0.0024028996254091863j))",-0.0011140233556157799,9.335710592651893e-05
302.5,"(np.complex128(0.0017484182632182775+0.002399695922660962j), np.complex128(0.001826829166362576+0.001287872850626775j))",0.0011118230720341868,-7.841090314429839e-05,"(np.complex128(0.001826829166362576+0.001287872850626775j), np.complex128(0.0017484182632182775+0.002399695922660962j))",-0.0011118230720341868,7.841090314429839e-05
302.6,"(np.complex128(0.0017625431022668082+0.0023962438256205348j), np.complex128(0.001825854693909775+0.0012868101400356872j))",0.0011094336855848475,-6.331159164296675e-05,"(np.complex128(0.001825854693909775+0.0012868101400356872j), np.complex128(0.0017625431022668082+0.0023962438256205348j))",-0.0011094336855848475,6.331159164296675e-05
302.7,"(np.complex128(0.0017770058334494688+0.0023926657420083567j), np.complex128(0.0018247027219970744+0.0012855678929786813j))",0.0011070978490296754,-4.769688854760557e-05,"(np.complex128(0.0018247027219970744+0.0012855678929786815j), np.complex128(0.0017770058334494688+0.0023926657420083567j))",-0.0011070978490296752,4.769688854760557e-05
302.8,"(np.complex128(0.0017916487133549733+0.002388437519717628j), np.complex128(0.0018235968403369403+0.001284792049476967j))",0.001103645470240661,-3.1948126981967e-05,"(np.complex128(0.0018235968403369403+0.001284792049476967j), np.complex128(0.0017916487133549735+0.0023884375197176285j))",-0.0011036454702406614,3.1948126981966784e-05
302.9,"(np.complex128(0.0018063660240493456+0.0023840944121932594j), np.complex128(0.001822633004594093+0.0012837024249757593j))",0.0011003919872175,-1.6266980544747418e-05,"(np.complex128(0.001822633004594093+0.0012837024249757593j), np.complex128(0.0018063660240493456+0.0023840944121932594j))",-0.0011003919872175,1.6266980544747418e-05
303.0,"(np.complex128(0.0018213182327738453+0.002379323517262179j), np.complex128(0.001821536746109895+0.0012827074788946788j))",0.0010966160383675,-2.1851333604962914e-07,"(np.complex128(0.001821536746109895+0.001282707478894679j), np.complex128(0.0018213182327738453+0.002379323517262179j))",-0.0010966160383674998,2.1851333604962914e-07
303.1,"(np.complex128(0.0018362743744385216+0.0023740556612419322j), np.complex128(0.0018206800173607598+0.0012819948744228083j))",0.001092060786819124,1.559435707776174e-05,"(np.complex128(0.00182068001736076+0.0012819948744228083j), np.complex128(0.0018362743744385216+0.0023740556612419327j))",-0.0010920607868191243,-1.5594357077761524e-05
303.2,"(np.complex128(0.001851316602040542+0.0023687048130244808j), np.complex128(0.0018199451642331615+0.0012807698318587893j))",0.0010879349811656915,3.13714378073805e-05,"(np.complex128(0.0018199451642331617+0.0012807698318587893j), np.complex128(0.001851316602040542+0.0023687048130244808j))",-0.0010879349811656915,-3.137143780738028e-05
303.3,"(np.complex128(0.0018666407472071004+0.002362916011923213j), np.complex128(0.001818782982973468+0.001279395448581391j))",0.001083520563341822,4.785776423363243e-05,"(np.complex128(0.0018187829829734682+0.001279395448581391j), np.complex128(0.0018666407472071004+0.002362916011923213j))",-0.001083520563341822,-4.7857764233632215e-05
303.4,"(np.complex128(0.0018820105824255528+0.0023565143699164643j), np.complex128(0.001817614860856144+0.0012786974570221253j))",0.001077816912894339,6.43957215694089e-05,"(np.complex128(0.001817614860856144+0.0012786974570221253j), np.complex128(0.001882010582425553+0.0023565143699164643j))",-0.001077816912894339,-6.439572156940912e-05
303.5,"(np.complex128(0.0018975013189176898+0.0023498346430270464j), np.complex128(0.001816422415001573+0.001277678296458174j))",0.0010721563465688724,8.10789039161167e-05,"(np.complex128(0.001816422415001573+0.001277678296458174j), np.complex128(0.0018975013189176898+0.0023498346430270464j))",-0.0010721563465688724,-8.10789039161167e-05
303.6,"(np.complex128(0.0019127047569040753+0.002342133011523507j), np.complex128(0.0018160408435575154+0.0012779030103735724j))",0.0010642300011499347,9.666391334655993e-05,"(np.complex128(0.0018160408435575154+0.0012779030103735726j), np.complex128(0.0019127047569040753+0.002342133011523507j))",-0.0010642300011499345,-9.666391334655993e-05
303.7,"(np.complex128(0.001927862520769352+0.0023349354214351275j), np.complex128(0.001815639217406533+0.0012756894330490536j))",0.0010592459883860738,0.00011222330336281886,"(np.complex128(0.0018156392174065333+0.0012756894330490536j), np.complex128(0.001927862520769352+0.0023349354214351275j))",-0.0010592459883860738,-0.00011222330336281864
303.8,"(np.complex128(0.0019433153579027558+0.0023268203270326395j), np.complex128(0.001814359983779292+0.0012747904513857353j))",0.0010520298756469043,0.0001289553741234638,"(np.complex128(0.0018143599837792922+0.0012747904513857353j), np.complex128(0.0019433153579027558+0.0023268203270326395j))",-0.0010520298756469043,-0.0001289553741234636
303.9,"(np.complex128(0.0019585688222454115+0.002318228059154463j), np.complex128(0.001813443763576405+0.0012739216390100592j))",0.0010443064201444037,0.00014512505866900636,"(np.complex128(0.001813443763576405+0.0012739216390100592j), np.complex128(0.001958568822245412+0.002318228059154463j))",-0.0010443064201444037,-0.0001451250586690068
304.0,"(np.complex128(0.00197379654699615+0.0023093084743803826j), np.complex128(0.0018125117380809184+0.0012729028633664927j))",0.0010364056110138899,0.0001612848089152317,"(np.complex128(0.0018125117380809184+0.0012729028633664927j), np.complex128(0.00197379654699615+0.0023093084743803826j))",-0.0010364056110138899,-0.0001612848089152317
304.1,"(np.complex128(0.00198892811499012+0.0022996900136889207j), np.complex128(0.0018115708844130447+0.0012721421485269633j))",0.0010275478651619574,0.00017735723057707518,"(np.complex128(0.0018115708844130447+0.0012721421485269635j), np.complex128(0.00198892811499012+0.0022996900136889207j))",-0.0010275478651619572,-0.00017735723057707518
304.2,"(np.complex128(0.002003739412631566+0.0022896017508247804j), np.complex128(0.0018109103869849135+0.0012714595154183761j))",0.0010181422354064043,0.0001928290256466526,"(np.complex128(0.0018109103869849135+0.0012714595154183761j), np.complex128(0.002003739412631566+0.0022896017508247804j))",-0.0010181422354064043,-0.0001928290256466526
304.3,"(np.complex128(0.0020183973892020134+0.0022792812284388453j), np.complex128(0.0018101466242516637+0.0012702771430684935j))",0.0010090040853703518,0.0002082507649503497,"(np.complex128(0.0018101466242516637+0.0012702771430684935j), np.complex128(0.0020183973892020134+0.0022792812284388453j))",-0.0010090040853703518,-0.0002082507649503497
304.4,"(np.complex128(0.0020328724048492507+0.002268349578483528j), np.complex128(0.0018093298220453755+0.001269612842135244j))",0.0009987367363482838,0.00022354258280387522,"(np.complex128(0.0018093298220453755+0.001269612842135244j), np.complex128(0.0020328724048492507+0.002268349578483528j))",-0.0009987367363482838,-0.00022354258280387522
304.5,"(np.complex128(0.0020471434512740246+0.0022571671952812708j), np.complex128(0.0018085893361439375+0.0012686128939926168j))",0.000988554301288654,0.00023855411513008708,"(np.complex128(0.0018085893361439375+0.001268612893992617j), np.complex128(0.0020471434512740246+0.0022571671952812708j))",-0.0009885543012886537,-0.00023855411513008708
304.6,"(np.complex128(0.0020612646034615326+0.0022453825991231046j), np.complex128(0.0018078056809314146+0.001267909223633549j))",0.0009774733754895557,0.0002534589225301181,"(np.complex128(0.0018078056809314146+0.001267909223633549j), np.complex128(0.0020612646034615326+0.0022453825991231046j))",-0.0009774733754895557,-0.0002534589225301181
304.7,"(np.complex128(0.0020748785145532442+0.00223296177917638j), np.complex128(0.0018071858927348628+0.0012671571665479372j))",0.0009658046126284428,0.00026769262181838144,"(np.complex128(0.0018071858927348628+0.0012671571665479372j), np.complex128(0.0020748785145532442+0.00223296177917638j))",-0.0009658046126284428,-0.00026769262181838144
304.8,"(np.complex128(0.0020881634959912204+0.0022206129417943607j), np.complex128(0.0018065754205947642+0.0012662905728008016j))",0.0009543223689935591,0.00028158807539645616,"(np.complex128(0.0018065754205947642+0.0012662905728008016j), np.complex128(0.0020881634959912204+0.0022206129417943607j))",-0.0009543223689935591,-0.00028158807539645616
304.9,"(np.complex128(0.0021013208692314965+0.002207691169608348j), np.complex128(0.0018058588590262852+0.0012654370922523096j))",0.0009422540773560385,0.00029546201020521127,"(np.complex128(0.0018058588590262855+0.0012654370922523096j), np.complex128(0.0021013208692314965+0.002207691169608348j))",-0.0009422540773560385,-0.00029546201020521105
305.0,"(np.complex128(0.0021140166669242717+0.0021942615651654057j), np.complex128(0.001805374420583414+0.001264924849564284j))",0.0009293367156011218,0.0003086422463408577,"(np.complex128(0.0018053744205834142+0.0012649248495642841j), np.complex128(0.0021140166669242717+0.0021942615651654057j))",-0.0009293367156011216,-0.00030864224634085747
305.1,"(np.complex128(0.002126359921184471+0.0021807184832285348j), np.complex128(0.0018047679726715038+0.0012637219822804805j))",0.0009169965009480543,0.00032159194851296737,"(np.complex128(0.0018047679726715038+0.0012637219822804805j), np.complex128(0.002126359921184471+0.0021807184832285348j))",-0.0009169965009480543,-0.00032159194851296737
305.2,"(np.complex128(0.002138390696215339+0.0021666428754099523j), np.complex128(0.0018040797169379965+0.0012633245574134903j))",0.000903318317996462,0.00033431097927734237,"(np.complex128(0.0018040797169379965+0.0012633245574134905j), np.complex128(0.002138390696215339+0.0021666428754099523j))",-0.0009033183179964618,-0.00033431097927734237
305.3,"(np.complex128(0.002149892803459874+0.0021522169379599443j), np.complex128(0.0018037433590274334+0.0012626557018194158j))",0.0008895612361405284,0.00034614944443244074,"(np.complex128(0.0018037433590274334+0.0012626557018194158j), np.complex128(0.002149892803459874+0.0021522169379599443j))",-0.0008895612361405284,-0.00034614944443244074
305.4,"(np.complex128(0.0021608850447183805+0.0021376190994085932j), np.complex128(0.0018034954480004304+0.0012619218562172053j))",0.000875697243191388,0.00035738959671795007,"(np.complex128(0.0018034954480004304+0.0012619218562172053j), np.complex128(0.0021608850447183805+0.0021376190994085932j))",-0.000875697243191388,-0.00035738959671795007
305.5,"(np.complex128(0.0021716576056174464+0.002123011821636185j), np.complex128(0.0018031076638228834+0.0012608572235832287j))",0.0008621545980529563,0.00036854994179456304,"(np.complex128(0.0018031076638228834+0.0012608572235832287j), np.complex128(0.0021716576056174464+0.002123011821636185j))",-0.0008621545980529563,-0.00036854994179456304
305.6,"(np.complex128(0.0021819581550718077+0.002107645688240663j), np.complex128(0.0018026200830412256+0.0012601528112841506j))",0.0008474928769565122,0.00037933807203058213,"(np.complex128(0.0018026200830412256+0.0012601528112841508j), np.complex128(0.002181958155071808+0.002107645688240663j))",-0.000847492876956512,-0.00037933807203058257
305.7,"(np.complex128(0.0021917377542590073+0.002092483165793523j), np.complex128(0.0018024397220875554+0.0012595162794179343j))",0.0008329668863755887,0.00038929803217145186,"(np.complex128(0.0018024397220875554+0.0012595162794179343j), np.complex128(0.0021917377542590073+0.002092483165793523j))",-0.0008329668863755887,-0.00038929803217145186
305.8,"(np.complex128(0.0022011503737856615+0.002076845597951442j), np.complex128(0.001802628432894188+0.0012585070909622682j))",0.000818338506989174,0.00039852194089147345,"(np.complex128(0.0018026284328941883+0.0012585070909622682j), np.complex128(0.0022011503737856615+0.002076845597951442j))",-0.000818338506989174,-0.00039852194089147323
305.9,"(np.complex128(0.0022100932475453854+0.0020611615350266226j), np.complex128(0.0018012542477450855+0.0012558171995072985j))",0.0008053443355193241,0.00040883899980029997,"(np.complex128(0.0018012542477450855+0.0012558171995072987j), np.complex128(0.002210093247545386+0.0020611615350266226j))",-0.0008053443355193239,-0.0004088389998003004
306.0,"(np.complex128(0.002218489944044423+0.002045057132570171j), np.complex128(0.0018001238998403407+0.001257280795295227j))",0.0007877763372749439,0.00041836604420408233,"(np.complex128(0.001800123899840341+0.001257280795295227j), np.complex128(0.002218489944044423+0.002045057132570171j))",-0.0007877763372749439,-0.0004183660442040821
306.1,"(np.complex128(0.002226382370401032+0.002029108351160184j), np.complex128(0.0018004296325609438+0.0012563422844997178j))",0.000772766066660466,0.00042595273784008835,"(np.complex128(0.0018004296325609438+0.0012563422844997178j), np.complex128(0.002226382370401032+0.002029108351160184j))",-0.000772766066660466,-0.00042595273784008835
306.2,"(np.complex128(0.0022338389399268435+0.0020128115068642626j), np.complex128(0.0018002243363858246+0.0012557604980017417j))",0.0007570510088625209,0.00043361460354101895,"(np.complex128(0.0018002243363858248+0.0012557604980017417j), np.complex128(0.002233838939926844+0.0020128115068642626j))",-0.0007570510088625209,-0.00043361460354101916
306.3,"(np.complex128(0.0022406252933327023+0.001996435630813066j), np.complex128(0.0018002458916597263+0.0012551829867483554j))",0.0007412526440647104,0.000440379401672976,"(np.complex128(0.0018002458916597265+0.0012551829867483554j), np.complex128(0.0022406252933327027+0.001996435630813066j))",-0.0007412526440647104,-0.0004403794016729762
306.4,"(np.complex128(0.002246935667568245+0.001980260105387535j), np.complex128(0.0018001500062118489+0.0012541794884580939j))",0.000726080616929441,0.00044678566135639597,"(np.complex128(0.001800150006211849+0.0012541794884580939j), np.complex128(0.002246935667568245+0.001980260105387535j))",-0.000726080616929441,-0.00044678566135639575
306.5,"(np.complex128(0.002252919793023153+0.0019639975090473467j), np.complex128(0.0018000713176884618+0.0012536755600634803j))",0.0007103219489838664,0.00045284847533469137,"(np.complex128(0.0018000713176884618+0.0012536755600634805j), np.complex128(0.002252919793023153+0.0019639975090473467j))",-0.0007103219489838662,-0.00045284847533469137
306.6,"(np.complex128(0.0022582828347881565+0.0019474715416771793j), np.complex128(0.0018001353486790412+0.001252770766571298j))",0.0006947007751058813,0.0004581474861091153,"(np.complex128(0.0018001353486790414+0.001252770766571298j), np.complex128(0.0022582828347881565+0.0019474715416771796j))",-0.0006947007751058815,-0.0004581474861091151
306.7,"(np.complex128(0.0022630593862416016+0.0019313084327379005j), np.complex128(0.0018001606664840874+0.001252030351703228j))",0.0006792780810346724,0.0004628987197575142,"(np.complex128(0.0018001606664840874+0.001252030351703228j), np.complex128(0.002263059386241602+0.0019313084327379005j))",-0.0006792780810346724,-0.00046289871975751466
306.8,"(np.complex128(0.002267658486453682+0.0019153476341632896j), np.complex128(0.0018004958600270984+0.001251250235088998j))",0.0006640973990742916,0.0004671626264265837,"(np.complex128(0.0018004958600270984+0.0012512502350889982j), np.complex128(0.002267658486453682+0.0019153476341632896j))",-0.0006640973990742914,-0.0004671626264265837
306.9,"(np.complex128(0.0022719367896060134+0.0018990487343055645j), np.complex128(0.0018002977648679127+0.0012495029125501548j))",0.0006495458217554097,0.0004716390247381007,"(np.complex128(0.0018002977648679127+0.0012495029125501548j), np.complex128(0.0022719367896060134+0.0018990487343055645j))",-0.0006495458217554097,-0.0004716390247381007
307.0,"(np.complex128(0.002275546818226905+0.0018826749843546201j), np.complex128(0.0017999784324373791+0.0012492423147845177j))",0.0006334326695701024,0.00047556838578952576,"(np.complex128(0.0017999784324373791+0.0012492423147845177j), np.complex128(0.002275546818226905+0.0018826749843546201j))",-0.0006334326695701024,-0.00047556838578952576
307.1,"(np.complex128(0.002278643269475811+0.0018666206832482985j), np.complex128(0.0018002066661473525+0.0012483400379528849j))",0.0006182806452954136,0.0004784366033284584,"(np.complex128(0.0018002066661473525+0.0012483400379528849j), np.complex128(0.002278643269475811+0.0018666206832482985j))",-0.0006182806452954136,-0.0004784366033284584
307.2,"(np.complex128(0.0022813405636111046+0.0018505799984915993j), np.complex128(0.0018001904046597698+0.0012473003196436028j))",0.0006032796788479964,0.0004811501589513348,"(np.complex128(0.00180019040465977+0.001247300319643603j), np.complex128(0.0022813405636111046+0.0018505799984915993j))",-0.0006032796788479962,-0.0004811501589513346
307.3,"(np.complex128(0.0022835846692249922+0.0018347067309315694j), np.complex128(0.0018001949088606401+0.0012466614391179996j))",0.0005880452918135698,0.0004833897603643521,"(np.complex128(0.0018001949088606401+0.0012466614391179998j), np.complex128(0.0022835846692249927+0.0018347067309315696j))",-0.0005880452918135698,-0.0004833897603643525
307.4,"(np.complex128(0.0022852860680371632+0.00181888585458278j), np.complex128(0.0018007304578650232+0.0012460794014145158j))",0.0005728064531682643,0.00048455561017214004,"(np.complex128(0.0018007304578650232+0.0012460794014145158j), np.complex128(0.0022852860680371632+0.00181888585458278j))",-0.0005728064531682643,-0.00048455561017214004
307.5,"(np.complex128(0.002286650100452914+0.001803639594322657j), np.complex128(0.0018012157283772417+0.001244472274036941j))",0.0005591673202857159,0.00048543437207567244,"(np.complex128(0.0018012157283772417+0.001244472274036941j), np.complex128(0.002286650100452914+0.001803639594322657j))",-0.0005591673202857159,-0.00048543437207567244
307.6,"(np.complex128(0.0022879206379188208+0.0017884238015472324j), np.complex128(0.0018007862049926446+0.0012428128052099645j))",0.0005456109963372679,0.0004871344329261762,"(np.complex128(0.0018007862049926446+0.0012428128052099647j), np.complex128(0.0022879206379188208+0.0017884238015472326j))",-0.0005456109963372679,-0.0004871344329261762
307.7,"(np.complex128(0.0022889039098860746+0.001773123575041117j), np.complex128(0.0018004402714401507+0.0012426352485281646j))",0.0005304883265129525,0.0004884636384459239,"(np.complex128(0.001800440271440151+0.0012426352485281648j), np.complex128(0.0022889039098860746+0.001773123575041117j))",-0.0005304883265129523,-0.0004884636384459237
307.8,"(np.complex128(0.002289033441325331+0.0017575257049177485j), np.complex128(0.0018011880456364272+0.001242301577245013j))",0.0005152241276727356,0.00048784539568890394,"(np.complex128(0.0018011880456364272+0.001242301577245013j), np.complex128(0.002289033441325331+0.0017575257049177488j))",-0.0005152241276727358,-0.00048784539568890394
307.9,"(np.complex128(0.0022887289966114074+0.0017431416156107522j), np.complex128(0.0018018209851945056+0.0012405832676435512j))",0.000502558347967201,0.0004869080114169018,"(np.complex128(0.0018018209851945058+0.0012405832676435512j), np.complex128(0.0022887289966114074+0.0017431416156107522j))",-0.000502558347967201,-0.0004869080114169016
308.0,"(np.complex128(0.0022884235180657977+0.0017286197436993328j), np.complex128(0.0018020459084249014+0.0012394522483158432j))",0.0004891674953834896,0.0004863776096408962,"(np.complex128(0.0018020459084249014+0.0012394522483158434j), np.complex128(0.0022884235180657977+0.0017286197436993328j))",-0.0004891674953834894,-0.0004863776096408962
308.1,"(np.complex128(0.00228790767538357+0.0017144715601471407j), np.complex128(0.0018019265536039488+0.0012377618790911894j))",0.0004767096810559513,0.000485981121779621,"(np.complex128(0.0018019265536039488+0.0012377618790911896j), np.complex128(0.0022879076753835703+0.0017144715601471409j))",-0.0004767096810559513,-0.00048598112177962146
308.2,"(np.complex128(0.0022870612607041735+0.0017000744263702741j), np.complex128(0.001801920035619104+0.001237410156279792j))",0.0004626642700904821,0.0004851412250850694,"(np.complex128(0.0018019200356191043+0.0012374101562797923j), np.complex128(0.002287061260704174+0.0017000744263702741j))",-0.0004626642700904819,-0.00048514122508506964
308.3,"(np.complex128(0.002285547957273692+0.001686006917782865j), np.complex128(0.0018026023216438744+0.001236381451146031j))",0.00044962546663683393,0.0004829456356298175,"(np.complex128(0.0018026023216438744+0.001236381451146031j), np.complex128(0.002285547957273692+0.0016860069177828652j))",-0.00044962546663683415,-0.0004829456356298175
308.4,"(np.complex128(0.0022838762441054353+0.0016727395807574386j), np.complex128(0.0018029746479178601+0.0012347908342534074j))",0.0004379487465040312,0.00048090159618757516,"(np.complex128(0.0018029746479178604+0.0012347908342534074j), np.complex128(0.0022838762441054357+0.0016727395807574386j))",-0.0004379487465040312,-0.0004809015961875754
308.5,"(np.complex128(0.002282233729862311+0.0016594647711312834j), np.complex128(0.0018031269360776758+0.0012336440251732423j))",0.00042582074595804115,0.0004791067937846352,"(np.complex128(0.0018031269360776758+0.0012336440251732423j), np.complex128(0.002282233729862311+0.0016594647711312834j))",-0.00042582074595804115,-0.0004791067937846352
308.6,"(np.complex128(0.002280244583083934+0.0016462446264636638j), np.complex128(0.0018034238004630936+0.0012324496611394989j))",0.0004137949653241649,0.0004768207826208403,"(np.complex128(0.0018034238004630936+0.0012324496611394989j), np.complex128(0.002280244583083934+0.0016462446264636638j))",-0.0004137949653241649,-0.0004768207826208403
308.7,"(np.complex128(0.002277957242720194+0.0016334380574423498j), np.complex128(0.00180372105884111+0.0012311799943094004j))",0.00040225806313294935,0.0004742361838790839,"(np.complex128(0.0018037210588411103+0.0012311799943094004j), np.complex128(0.002277957242720194+0.0016334380574423498j))",-0.00040225806313294935,-0.0004742361838790837
308.8,"(np.complex128(0.0022754870827030324+0.001620844159828133j), np.complex128(0.0018039692850607882+0.0012299315088056435j))",0.0003909126510224894,0.0004715177976422442,"(np.complex128(0.0018039692850607882+0.0012299315088056435j), np.complex128(0.0022754870827030324+0.001620844159828133j))",-0.0003909126510224894,-0.0004715177976422442
308.9,"(np.complex128(0.002272743166640776+0.0016084951461770715j), np.complex128(0.0018044773148491724+0.0012289111835223918j))",0.00037958396265467967,0.00046826585179160366,"(np.complex128(0.0018044773148491724+0.001228911183522392j), np.complex128(0.002272743166640776+0.0016084951461770715j))",-0.00037958396265467946,-0.00046826585179160366
309.0,"(np.complex128(0.0022699130840711872+0.001596611595277671j), np.complex128(0.0018048415379151672+0.0012271498588117208j))",0.00036946173646595025,0.00046507154615602,"(np.complex128(0.0018048415379151674+0.0012271498588117208j), np.complex128(0.0022699130840711872+0.0015966115952776713j))",-0.00036946173646595047,-0.0004650715461560198
309.1,"(np.complex128(0.00226670437147767+0.0015845697186972624j), np.complex128(0.0018053701592458942+0.001226223896646705j))",0.00035834582205055733,0.00046133421223177565,"(np.complex128(0.0018053701592458944+0.001226223896646705j), np.complex128(0.00226670437147767+0.0015845697186972624j))",-0.00035834582205055733,-0.00046133421223177543
309.2,"(np.complex128(0.0022635560030117895+0.0015737355209017368j), np.complex128(0.0018056496710263934+0.0012238684353440125j))",0.00034986708555772433,0.0004579063319853961,"(np.complex128(0.0018056496710263934+0.0012238684353440125j), np.complex128(0.0022635560030117895+0.0015737355209017368j))",-0.00034986708555772433,-0.0004579063319853961
309.3,"(np.complex128(0.002260497291531737+0.0015622085967745673j), np.complex128(0.0018054729951111537+0.0012228042083663698j))",0.0003394043884081975,0.00045502429642058323,"(np.complex128(0.0018054729951111537+0.0012228042083663698j), np.complex128(0.002260497291531737+0.0015622085967745673j))",-0.0003394043884081975,-0.00045502429642058323
309.4,"(np.complex128(0.0022569938778729507+0.0015512179409954562j), np.complex128(0.0018058404832623192+0.0012216775259196407j))",0.0003295404150758154,0.0004511533946106314,"(np.complex128(0.0018058404832623194+0.0012216775259196407j), np.complex128(0.0022569938778729507+0.0015512179409954562j))",-0.0003295404150758154,-0.0004511533946106312
309.5,"(np.complex128(0.002253360534923825+0.0015404927615927716j), np.complex128(0.0018063704393511014+0.0012202502900388293j))",0.00032024247155394226,0.00044699009557272375,"(np.complex128(0.0018063704393511014+0.0012202502900388295j), np.complex128(0.002253360534923825+0.0015404927615927716j))",-0.00032024247155394204,-0.00044699009557272375
309.6,"(np.complex128(0.0022496607407236405+0.001530172869768661j), np.complex128(0.0018067838419532237+0.0012185663187468804j))",0.0003116065510217806,0.00044287689877041685,"(np.complex128(0.0018067838419532237+0.0012185663187468804j), np.complex128(0.0022496607407236405+0.0015301728697686612j))",-0.0003116065510217808,-0.00044287689877041685
309.7,"(np.complex128(0.0022459720642105893+0.0015200530810146j), np.complex128(0.0018069551700479385+0.0012168717078274223j))",0.0003031813731871776,0.0004390168941626508,"(np.complex128(0.0018069551700479385+0.0012168717078274223j), np.complex128(0.0022459720642105893+0.0015200530810146j))",-0.0003031813731871776,-0.0004390168941626508
309.8,"(np.complex128(0.0022421153589057283+0.0015100278748124548j), np.complex128(0.0018072408143241653+0.0012155431104118061j))",0.0002944847644006487,0.00043487454458156303,"(np.complex128(0.0018072408143241653+0.0012155431104118061j), np.complex128(0.0022421153589057287+0.0015100278748124553j))",-0.00029448476440064914,-0.00043487454458156346
309.9,"(np.complex128(0.002238157333111331+0.0015004765814388007j), np.complex128(0.0018075716794503406+0.0012137473804102084j))",0.0002867292010285923,0.0004305856536609902,"(np.complex128(0.0018075716794503406+0.0012137473804102084j), np.complex128(0.002238157333111331+0.0015004765814388007j))",-0.0002867292010285923,-0.0004305856536609902
310.0,"(np.complex128(0.0022342422544494437+0.0014911145267850988j), np.complex128(0.0018077110178939062+0.0012121130440021933j))",0.0002790014827829055,0.0004265312365555375,"(np.complex128(0.0018077110178939064+0.0012121130440021933j), np.complex128(0.0022342422544494437+0.0014911145267850988j))",-0.0002790014827829055,-0.00042653123655553727
310.1,"(np.complex128(0.0022303294598928526+0.00148195456845104j), np.complex128(0.0018078175741938613+0.0012105095194617152j))",0.0002714450489893249,0.00042251188569899134,"(np.complex128(0.0018078175741938615+0.0012105095194617152j), np.complex128(0.0022303294598928526+0.0014819545684510403j))",-0.0002714450489893251,-0.0004225118856989911
310.2,"(np.complex128(0.0022262345595326135+0.0014728124270480204j), np.complex128(0.0018080909202539811+0.0012091246545510837j))",0.0002636877724969367,0.00041814363927863236,"(np.complex128(0.0018080909202539811+0.001209124654551084j), np.complex128(0.0022262345595326135+0.0014728124270480204j))",-0.0002636877724969365,-0.00041814363927863236
310.3,"(np.complex128(0.0022221112453003023+0.0014642601243483086j), np.complex128(0.0018083076790620742+0.0012072782696568684j))",0.0002569818546914401,0.0004138035662382281,"(np.complex128(0.0018083076790620745+0.0012072782696568687j), np.complex128(0.0022221112453003023+0.0014642601243483086j))",-0.0002569818546914399,-0.0004138035662382279
310.4,"(np.complex128(0.0022179760185595835+0.001455620566889241j), np.complex128(0.001808626082260949+0.0012059447372188739j))",0.0002496758296703671,0.0004093499362986346,"(np.complex128(0.001808626082260949+0.0012059447372188739j), np.complex128(0.0022179760185595835+0.001455620566889241j))",-0.0002496758296703671,-0.0004093499362986346
310.5,"(np.complex128(0.0022138040708720693+0.001447517741716545j), np.complex128(0.0018088391579429957+0.0012037771293412622j))",0.00024374061237528275,0.00040496491292907355,"(np.complex128(0.0018088391579429957+0.0012037771293412622j), np.complex128(0.0022138040708720693+0.0014475177417165451j))",-0.00024374061237528296,-0.00040496491292907355
