energy,os,wid,mu_x,mu_y,mu_z,theta,sym,xx,yy,zz,xy,xz,yz,atom,mo,cluster
299.60434,0.00032299999,1.9869293,0.70710653,0.70710653,0.00080767844,89.95372,1,0.00016136593,0.00016136593,2.1053247e-10,0,0,0,2,339,15,1
299.63745,0.000137,1.9924005,0.70710611,0.70710611,0.0013668456,89.921684,1,6.8619069e-05,6.8619069e-05,2.563979e-10,0,0,0,2,340,15,1
299.65274,0.00053999998,2.0246274,0.7070266,0.7070266,0.015061008,89.137032,1,0.00026984588,0.00026984588,1.2244818e-07,0,0,0,4,346,15,1
299.66208,6.1999999e-05,1.8341478,0.62069798,0.62069798,0.47902817,61.378052,1,2.406456e-05,2.406456e-05,1.4333074e-05,0,0,0,1,325,15,1
299.69077,0.001956,2.0217817,0.70710659,0.70710659,0.00071914284,89.958794,1,0.00097788835,0.00097788835,1.0114627e-09,0,0,0,3,345,15,1
299.69104,0.00090099999,2.0308905,0.70709407,0.70709407,0.0059989719,89.656281,1,0.00045037013,0.00045037013,3.2416708e-08,0,0,0,4,347,15,1
299.71884,0.0010169999,2.0058556,0.70710641,0.70710641,0.0010588373,89.939331,1,0.00050834531,0.00050834531,1.1398501e-09,0,0,0,2,341,15,1
299.74869,0.00058499997,1.849234,0.09397053,0.09397053,0.99113017,7.6368933,1,5.1631819e-06,5.1631819e-06,0.00057437486,0,0,0,1,326,15,1
299.79358,0.002416,1.8570559,0.70603007,0.70603007,0.055164542,86.8377,1,0.0012041207,0.0012041207,7.3509536e-06,0,0,0,1,327,15,1
299.86572,0.000287,2.0301375,0.70710665,0.70710665,0.00063443516,89.963646,1,0.00014348963,0.00014348963,1.1551149e-10,0,0,0,2,342,15,1
299.89047,0.000634,1.8739364,0.70710117,0.70710117,0.0039833584,89.771767,1,0.0003170041,0.0003170041,1.0060061e-08,0,0,0,1,328,15,1
299.91608,0.001213,2.0586913,0.70710331,0.70710331,0.0031367324,89.820282,1,0.00060672173,0.00060672173,1.1939296e-08,0,0,0,3,346,15,1
299.97397,0.000314,1.8884826,0.70704973,0.70704973,0.012704522,89.272064,1,0.00015690307,0.00015690307,5.0658024e-08,0,0,0,1,329,15,1
299.98434,5.3e-05,2.0497415,0.34553617,0.34553617,0.87247324,29.25267,1,6.3361399e-06,6.3361399e-06,4.0396335e-05,0,0,0,2,343,15,1
299.99008,0.00021699999,2.0708144,0.32496139,0.32496139,0.88814425,27.359026,1,2.2965722e-05,2.2965722e-05,0.00017154719,0,0,0,3,347,15,1
300.01794,0.00073999999,2.0843468,0.70707953,0.70707953,0.00878359,89.496735,1,0.00036971364,0.00036971364,5.7052301e-08,0,0,0,4,348,15,1
300.03308,0.000182,2.0778587,0.70707506,0.70707506,0.0094757108,89.457077,1,9.1030139e-05,9.1030139e-05,1.6348496e-08,0,0,0,3,348,15,1
300.07327,0.002105,1.9057813,0.70710677,0.70710677,3.67348e-05,89.997894,1,0.0010522865,0.0010522865,2.8400064e-12,0,0,0,1,330,15,1
300.11282,0.001379,2.070982,0.70710653,0.70710653,0.00080617011,89.953812,1,0.00068940868,0.00068940868,8.9610819e-10,0,0,0,2,344,15,1
300.14847,0.00013499999,1.9188815,0.6698426,0.6698426,0.32034624,71.316132,1,6.0497096e-05,6.0497096e-05,1.3836562e-05,0,0,0,1,331,15,1
300.18674,0.00073700002,2.1119497,0.70710671,0.70710671,0.00046511204,89.973351,1,0.0003683315,0.0003683315,1.5936175e-10,0,0,0,4,349,15,1
300.21414,0.00057899999,2.0877264,0.70707011,0.70707011,0.010180372,89.416695,1,0.00028937054,0.00028937054,5.9986924e-08,0,0,0,2,345,15,1
300.21838,0.000107,1.9310585,0.70707607,0.70707607,0.009315921,89.466232,1,5.3589887e-05,5.3589887e-05,9.3025525e-09,0,0,0,1,332,15,1
300.27356,0.003449,2.1261437,0.70710409,0.70710409,0.002770771,89.841248,1,0.0017245376,0.0017245376,2.6479348e-08,0,0,0,4,350,15,1
300.28259,0.001346,2.1187329,0.70698959,0.70698959,0.018207822,88.956711,1,0.00067258225,0.00067258225,4.4610323e-07,0,0,0,3,349,15,1
300.33527,0.000195,1.9514232,0.70710671,0.70710671,0.00035217346,89.97982,1,9.7476928e-05,9.7476928e-05,2.4179377e-11,0,0,0,1,333,15,1
300.38733,0.00043099999,2.1163557,0.70710564,0.70710564,0.0017860972,89.897667,1,0.00021537523,0.00021537523,1.3741599e-09,0,0,0,2,346,15,1
300.44766,0.00029600001,1.9710039,0.70710677,0.70710677,1.4163351e-07,89.999992,1,0.00014777253,0.00014777253,5.9286483e-18,0,0,0,1,334,15,1
300.47049,0.001569,2.1495156,0.70710677,0.70710677,0.00023069946,89.986778,1,0.00078473799,0.00078473799,8.3531029e-11,0,0,0,3,350,15,1
300.48914,4.4e-05,2.1331828,0.61145729,0.61145729,0.50223494,59.852028,1,1.6335598e-05,1.6335598e-05,1.1020887e-05,0,0,0,2,347,15,1
300.55377,0.00054799998,1.9894871,0.70707244,0.70707244,0.0098574292,89.435204,1,0.00027410084,0.00027410084,5.3273336e-08,0,0,0,1,335,15,1
300.56668,0.00029699999,2.1652756,0.70710307,0.70710307,0.0032444661,89.814102,1,0.00014843736,0.00014843736,3.1251024e-09,0,0,0,3,351,15,1
300.57755,0.0022770001,2.1758554,0.70710188,0.70710188,0.0037339642,89.786057,1,0.0011384388,0.0011384388,3.1745778e-08,0,0,0,4,351,15,1
300.59525,0.000161,2.1507206,0.70708936,0.70708936,0.0070199976,89.597778,1,8.0620259e-05,8.0620259e-05,7.9463822e-09,0,0,0,2,348,15,1
300.63098,0.001127,2.0029359,0.70710385,0.70710385,0.0028896637,89.834435,1,0.00056331273,0.00056331273,9.4075778e-09,0,0,0,1,336,15,1
300.66336,0.00032699999,2.00858,0.70708132,0.70708132,0.0084837321,89.513908,1,0.00016339941,0.00016339941,2.3522615e-08,0,0,0,1,337,15,1
300.70917,7.0000002e-05,2.0165586,0.70709419,0.70709419,0.0059683146,89.658035,1,3.4896191e-05,3.4896191e-05,2.4861475e-09,0,0,0,1,338,16,1
300.82953,0.001335,2.1894493,0.70474076,0.70474076,0.081736974,85.311584,1,0.00066318834,0.00066318834,8.9210353e-06,0,0,0,2,349,16,1
300.83368,0.00013299999,2.2090168,0.3190034,0.3190034,0.89245373,26.81678,1,1.3538032e-05,1.3538032e-05,0.00010595864,0,0,0,3,353,16,1
300.89377,0.000128,2.2188625,0.70483142,0.70483142,0.080158308,85.402336,1,6.3578162e-05,6.3578162e-05,8.2230804e-07,0,0,0,3,354,16,1
300.89435,0.00082299998,2.2001603,0.70505667,0.70505667,0.076093331,85.635956,1,0.00040893361,0.00040893361,4.7631916e-06,0,0,0,2,350,16,1
300.95328,0.00052499998,2.0590823,0.70710665,0.70710665,0.00053767773,89.969193,1,0.00026230034,0.00026230034,1.516607e-10,0,0,0,1,339,16,1
301.02682,0.000233,2.2220621,0.7070024,0.7070024,0.017183626,89.015404,1,0.00011636178,0.00011636178,6.8738217e-08,0,0,0,2,351,16,1
301.06503,0.000917,2.2283764,0.70710641,0.70710641,0.0010234818,89.94136,1,0.00045831647,0.00045831647,9.6018782e-10,0,0,0,2,352,16,1
301.12244,0.00019999999,2.2649601,0.70710647,0.70710647,0.00091430743,89.947617,1,9.9994701e-05,9.9994701e-05,1.6718288e-10,0,0,0,4,357,16,1
301.13287,0.000244,2.0903697,0.70707172,0.70707172,0.0099605629,89.429291,1,0.00012215413,0.00012215413,2.4240919e-08,0,0,0,1,340,16,1
301.15216,0.00089899998,2.0937319,0.70710641,0.70710641,0.00099519081,89.942978,1,0.00044969481,0.00044969481,8.9076074e-10,0,0,0,1,341,16,1
301.15549,0.00073199999,2.2617354,0.70668721,0.70668721,0.034443606,88.026138,1,0.00036538509,0.00036538509,8.6798764e-07,0,0,0,3,355,16,1
301.19437,0.000313,2.2681084,0.69422787,0.69422787,0.1899877,79.047935,1,0.00015101844,0.00015101844,1.1310371e-05,0,0,0,3,356,16,1
301.23074,0.00025000001,2.2557657,0.70204592,0.70204592,0.11942787,83.140915,1,0.00012317501,0.00012317501,3.5645355e-06,0,0,0,2,353,16,1
301.23328,0.00024600001,2.2744811,0.32092813,0.32092813,0.89107251,26.991671,1,2.5307127e-05,2.5307127e-05,0.00019509823,0,0,0,3,357,16,1
301.24576,7.6999997e-05,2.2851226,0.7070573,0.7070573,0.011829686,89.322189,1,3.8380167e-05,3.8380167e-05,1.0743459e-08,0,0,0,4,358,16,1
301.30637,7.9999998e-05,2.2950323,0.70709586,0.70709586,0.0055531203,89.681831,1,3.9861861e-05,3.9861861e-05,2.4585276e-09,0,0,0,4,359,16,1
301.33008,4.9999999e-05,2.2903392,0.70690501,0.70690501,0.023885923,88.63131,1,2.5197045e-05,2.5197045e-05,2.8768122e-08,0,0,0,3,358,16,1
301.36044,0.000161,2.2772045,0.22803596,0.22803596,0.94657236,18.813667,1,8.3849318e-06,8.3849318e-06,0.00014447758,0,0,0,2,354,16,1
301.41605,5.6000001e-05,2.2863951,0.70710677,0.70710677,0.00016926191,89.990303,1,2.7914401e-05,2.7914401e-05,1.5994726e-12,0,0,0,2,355,16,1
301.43118,0.00053000002,2.3069019,0.70707655,0.70707655,0.0092486972,89.470078,1,0.00026487614,0.00026487614,4.5318036e-08,0,0,0,3,359,16,1
301.46997,5.4e-05,2.3132584,0.70694762,0.70694762,0.021215048,88.784378,1,2.6837106e-05,2.6837106e-05,2.4168473e-08,0,0,0,3,360,16,1
301.51776,0.00035799999,2.1574216,0.70710301,0.70710301,0.0032642863,89.812973,1,0.00017880199,0.00017880199,3.8105132e-09,0,0,0,1,342,16,1
301.52493,0.000191,2.3043957,0.70706648,0.70706648,0.010673137,89.388466,1,9.5516276e-05,9.5516276e-05,2.1764118e-08,0,0,0,2,356,16,1
301.56506,0.001142,2.3373361,0.70710522,0.70710522,0.0021045047,89.879417,1,0.00057098485,0.00057098485,5.0577378e-09,0,0,0,4,361,16,1
301.66592,9.6999996e-05,2.3277023,0.70708859,0.70708859,0.0071699121,89.589188,1,4.8259197e-05,4.8259197e-05,4.962037e-09,0,0,0,2,357,16,1
301.67526,0.00036599999,2.3553565,0.7070992,0.7070992,0.0046279998,89.734833,1,0.00018311925,0.00018311925,7.8444051e-09,0,0,0,4,362,16,1
301.71097,0.000252,2.1910779,0.7070449,0.7070449,0.013226463,89.242157,1,0.0001261728,0.0001261728,4.4152895e-08,0,0,0,1,343,16,1
301.73425,5.0999999e-05,2.3650043,0.70693684,0.70693684,0.021923391,88.743782,1,2.5688953e-05,2.5688953e-05,2.4705898e-08,0,0,0,4,363,16,1
301.76959,0.00066000002,2.3623402,0.7070899,0.7070899,0.0069038831,89.604431,1,0.00033011092,0.00033011092,3.1470051e-08,0,0,0,3,362,16,1
301.81894,0.000163,2.3529925,0.64253974,0.64253974,0.41747493,65.32473,1,6.7248511e-05,6.7248511e-05,2.8388564e-05,0,0,0,2,359,16,1
301.81937,0.00024199999,2.2099619,0.48350659,0.48350659,0.72968674,43.139862,1,5.6464643e-05,5.6464643e-05,0.00012860112,0,0,0,1,344,16,1
301.83795,0.000114,2.3819618,0.70702016,0.70702016,0.015651261,89.10321,1,5.7056601e-05,5.7056601e-05,2.7960249e-08,0,0,0,4,364,16,1
301.83923,0.00031500001,2.356348,0.70418513,0.70418513,0.090811118,84.789726,1,0.00015598602,0.00015598602,2.5941201e-06,0,0,0,2,360,16,1
301.88687,0.001799,2.381557,0.70710677,0.70710677,2.8630757e-07,89.999985,1,0.00089965831,0.00089965831,1.4749365e-16,0,0,0,3,363,16,1
301.91089,0.000189,2.2259018,0.68729103,0.68729103,0.23507881,76.403732,1,8.9314366e-05,8.9314366e-05,1.0448812e-05,0,0,0,1,345,16,1
301.93027,0.00067799998,2.3886669,0.70709741,0.70709741,0.0051419502,89.705383,1,0.00033926219,0.00033926219,1.7940422e-08,0,0,0,3,365,16,1
301.95444,0.00041000001,2.4010127,0.70710677,0.70710677,2.6259217e-05,89.998497,1,0.00020504996,0.00020504996,2.8278294e-13,0,0,0,4,365,16,1
301.96252,0.000386,2.376729,0.70710433,0.70710433,0.0026394203,89.84877,1,0.00019306038,0.00019306038,2.6899443e-09,0,0,0,2,361,16,1
301.98517,0.0011699999,2.2388453,0.70710039,0.70710039,0.0042451848,89.756767,1,0.00058477471,0.00058477471,2.107752e-08,0,0,0,1,346,16,1
302.04547,0.00081100001,2.4075394,0.70710677,0.70710677,1.8672946e-06,89.999893,1,0.00040558449,0.00040558449,2.8283756e-15,0,0,0,3,366,16,1
302.05136,0.00066100003,2.4168582,0.70710671,0.70710671,0.00037751169,89.978371,1,0.00033052076,0.00033052076,9.4208412e-11,0,0,0,4,366,16,1
302.07684,0.000229,2.3956223,0.70669842,0.70669842,0.033980776,88.052673,1,0.00011434281,0.00011434281,2.6436692e-07,0,0,0,2,362,16,1
302.10162,0.0030110001,2.3997216,0.70710206,0.70710206,0.0036522988,89.790741,1,0.0015054671,0.0015054671,4.0164252e-08,0,0,0,2,363,16,1
302.17578,0.001755,2.272049,0.70707107,0.70707107,0.010050397,89.424149,1,0.00087745622,0.00087745622,1.772825e-07,0,0,0,1,347,16,1
302.18503,0.00223,2.4135072,0.70710379,0.70710379,0.002921477,89.832611,1,0.0011151343,0.0011151343,1.9035568e-08,0,0,0,2,364,16,1
302.19226,5.0999999e-05,2.2749233,0.70706874,0.70706874,0.010375043,89.40554,1,2.5636204e-05,2.5636204e-05,5.5196341e-09,0,0,0,1,348,16,1
302.19485,0.00092800002,2.4403238,0.70710605,0.70710605,0.0014393762,89.917526,1,0.00046381343,0.00046381343,1.9218647e-09,0,0,0,4,367,16,1
302.19827,0.00041800001,2.4325719,0.70710671,0.70710671,0.00036906032,89.978851,1,0.00020880392,0.00020880392,5.6880497e-11,0,0,0,3,367,16,1
302.21735,0.000161,2.4440033,0.70710677,0.70710677,0.00025951813,89.98513,1,8.0501195e-05,8.0501195e-05,1.0843458e-11,0,0,0,4,368,16,1
302.25806,0.001115,2.4506588,0.70710498,0.70710498,0.0022519291,89.870972,1,0.00055749394,0.00055749394,5.6543379e-09,0,0,0,4,369,16,1
302.26492,0.0025579999,2.4267144,0.70704961,0.70704961,0.012716117,89.2714,1,0.0012788282,0.0012788282,4.1363901e-07,0,0,0,2,365,16,1
302.26727,0.001356,2.4438758,0.70710135,0.70710135,0.0039120736,89.775856,1,0.0006781501,0.0006781501,2.0757572e-08,0,0,0,3,368,16,1
302.29257,0.000271,2.4480205,0.70710677,0.70710677,6.8592963e-05,89.996071,1,0.00013537142,0.00013537142,1.2738437e-12,0,0,0,3,369,16,1
302.33414,0.00084499997,2.4381528,0.70708632,0.70708632,0.0076057296,89.564217,1,0.00042231142,0.00042231142,4.8861825e-08,0,0,0,2,366,16,1
302.36713,0.001129,2.4436076,0.70702916,0.70702916,0.014817703,89.150978,1,0.00056448515,0.00056448515,2.4793601e-07,0,0,0,2,367,16,1
302.36774,0.00026599999,2.4685974,0.70431572,0.70431572,0.088762537,84.907578,1,0.00013210009,0.00013210009,2.0981079e-06,0,0,0,4,370,16,1
302.36816,0.00029600001,2.3055661,0.69109881,0.69109881,0.21157698,77.785217,1,0.00014125116,0.00014125116,1.3238798e-05,0,0,0,1,349,16,1
302.38199,0.00014800001,2.4626665,0.70595747,0.70595747,0.056992304,86.732811,1,7.3563766e-05,7.3563766e-05,4.7944559e-07,0,0,0,3,370,16,1
302.42249,0.002263,2.3150253,0.70710671,0.70710671,0.00048271817,89.972343,1,0.0011317179,0.0011317179,5.2741872e-10,0,0,0,1,350,16,1
302.43924,0.000405,2.4802895,0.70710671,0.70710671,0.00038053631,89.978195,1,0.00020268324,0.00020268324,5.8700267e-11,0,0,0,4,371,16,1
302.46304,0.00036999999,2.4594593,0.61426258,0.61426258,0.4953413,60.307743,1,0.00013969056,0.00013969056,9.0838112e-05,0,0,0,2,368,16,1
302.49277,0.001044,2.4808183,0.7070635,0.7070635,0.011061789,89.366196,1,0.00052193983,0.00052193983,1.2774804e-07,0,0,0,3,371,16,1
302.50745,0.000108,2.4667985,0.5131619,0.5131619,0.68798965,46.528816,1,2.8417189e-05,2.8417189e-05,5.1078259e-05,0,0,0,2,369,16,1
302.52747,5.4e-05,2.333317,0.70709145,0.70709145,0.006590914,89.622368,1,2.7189613e-05,2.7189613e-05,2.3623443e-09,0,0,0,1,351,16,1
302.57245,0.003273,2.5020709,0.70710653,0.70710653,0.00079884863,89.954231,1,0.0016366496,0.0016366496,2.0888871e-09,0,0,0,4,372,16,1
302.58258,0.001006,2.4955297,0.70710641,0.70710641,0.0010471528,89.940002,1,0.00050278922,0.00050278922,1.1026471e-09,0,0,0,3,372,16,1
302.65417,0.00080400001,2.3553889,0.7070691,0.7070691,0.010324903,89.408417,1,0.00040180126,0.00040180126,8.5676071e-08,0,0,0,1,352,16,1
302.68234,0.002481,2.4957087,0.70709825,0.70709825,0.0049185841,89.718185,1,0.0012404087,0.0012404087,6.0018557e-08,0,0,0,2,370,16,1
302.72504,0.0021879999,2.5270247,0.70710635,0.70710635,0.0010924643,89.937408,1,0.0010941472,0.0010941472,2.6116851e-09,0,0,0,4,373,16,1
302.73877,0.00062300003,2.3701267,0.70708984,0.70708984,0.0069210478,89.603447,1,0.00031158901,0.00031158901,2.9852224e-08,0,0,0,1,353,16,1
302.77673,0.00086299999,2.5113125,0.70710677,0.70710677,2.0644366e-06,89.999878,1,0.00043164365,0.00043164365,3.679243e-15,0,0,0,2,371,16,1
302.78659,0.00064899999,2.52895,0.70703971,0.70703971,0.01377,89.211014,1,0.00032429062,0.00032429062,1.2300271e-07,0,0,0,3,373,16,1
302.85388,0.001485,2.5399754,0.70710438,0.70710438,0.0025962947,89.851242,1,0.0007423358,0.0007423358,1.0007863e-08,0,0,0,3,374,16,1
302.87753,0.00045399999,2.5279744,0.70699382,0.70699382,0.017875027,88.975784,1,0.00022709975,0.00022709975,1.4517065e-07,0,0,0,2,372,16,1
302.90125,0.000108,2.5558379,0.70672327,0.70672327,0.032931268,88.112839,1,5.3913413e-05,5.3913413e-05,1.1706172e-07,0,0,0,4,374,16,1
302.94083,0.00015599999,2.5384376,0.70710677,0.70710677,2.708573e-07,89.999985,1,7.7912664e-05,7.7912664e-05,1.143192e-17,0,0,0,2,373,16,1
302.94434,0.00052900001,2.5628858,0.70710564,0.70710564,0.0018082757,89.896393,1,0.00026464797,0.00026464797,1.7307298e-09,0,0,0,4,375,16,1
302.94638,0.00076899998,2.406292,0.70706117,0.70706117,0.011356756,89.349289,1,0.00038433651,0.00038433651,9.9153098e-08,0,0,0,1,355,16,1
303.01227,0.00076700002,2.5659251,0.70709848,0.70709848,0.0048392047,89.722733,1,0.00038339992,0.00038339992,1.7957264e-08,0,0,0,3,375,16,1
303.05273,0.001696,2.5569341,0.70710671,0.70710671,0.00042416193,89.9757,1,0.00084783643,0.00084783643,3.0507424e-10,0,0,0,2,374,16,1
303.05838,0.000132,2.5734775,0.70709497,0.70709497,0.0057797097,89.668846,1,6.5840497e-05,6.5840497e-05,4.3989572e-09,0,0,0,3,376,16,1
303.06546,0.001176,2.4270399,0.70710319,0.70710319,0.0031850277,89.817513,1,0.00058800442,0.00058800442,1.1930029e-08,0,0,0,1,356,16,1
303.07748,7.4000003e-05,2.4291303,0.70710623,0.70710623,0.0012423451,89.928818,1,3.6779904e-05,3.6779904e-05,1.1353396e-10,0,0,0,1,357,16,1
303.08914,5.5e-05,2.5865641,0.70706576,0.70706576,0.010769634,89.382935,1,2.7731223e-05,2.7731223e-05,6.4335581e-09,0,0,0,4,376,16,1
303.16019,0.00055699999,2.443537,0.49179092,0.49179092,0.71852863,44.066864,1,0.0001346387,0.0001346387,0.00028740679,0,0,0,1,358,16,1
303.17114,0.00079600001,2.5765049,0.70710665,0.70710665,0.00057973166,89.966782,1,0.00039796488,0.00039796488,2.6750316e-10,0,0,0,2,375,16,1
303.21677,0.00046700001,2.453397,0.54627043,0.54627043,0.63496244,50.582802,1,0.00013934853,0.00013934853,0.00018827085,0,0,0,1,359,16,1
303.27869,0.000505,2.4641805,0.7071054,0.7071054,0.0019750379,89.886841,1,0.00025240512,0.00025240512,1.9691588e-09,0,0,0,1,360,16,1
303.40659,0.001661,2.4864614,0.70710671,0.70710671,0.00046405743,89.973412,1,0.00083037373,0.00083037373,3.5764089e-10,0,0,0,1,361,16,1
303.46146,0.00052100001,2.6474445,0.70710427,0.70710427,0.0026793974,89.846481,1,0.00026036208,0.00026036208,3.7383945e-09,0,0,0,4,377,16,1
303.48126,0.001601,2.4994745,0.7071054,0.7071054,0.0019932375,89.885796,1,0.0008003437,0.0008003437,6.3595493e-09,0,0,0,1,362,16,1
303.52643,0.0011549999,2.6352346,0.70710176,0.70710176,0.0037712567,89.78392,1,0.00057741057,0.00057741057,1.6424533e-08,0,0,0,2,376,16,1
303.60876,0.000183,2.5216858,0.70694637,0.70694637,0.021300314,88.779488,1,9.1560913e-05,9.1560913e-05,8.3120696e-08,0,0,0,1,363,16,1
303.63138,0.00028099999,2.5256228,0.70710677,0.70710677,2.4068543e-06,89.999863,1,0.00014061274,0.00014061274,1.6291243e-15,0,0,0,1,364,16,1
303.64764,0.000481,2.6778927,0.70668322,0.70668322,0.034606665,88.016785,1,0.000240247,0.000240247,5.7613988e-07,0,0,0,4,378,16,1
303.66248,0.00077599997,2.6724439,0.70710254,0.70710254,0.0034575928,89.801895,1,0.00038784242,0.00038784242,9.273383e-09,0,0,0,3,378,16,1
303.70688,0.00057099998,2.5387754,0.70710677,0.70710677,1.6680652e-07,89.999992,1,0.00028541178,0.00028541178,1.5882829e-17,0,0,0,1,365,16,1
303.72842,0.0033539999,2.6686242,0.70710629,0.70710629,0.0011592715,89.933578,1,0.0016769108,0.0016769108,4.5072408e-09,0,0,0,2,377,16,1
303.81137,0.00014800001,2.5569799,0.70021844,0.70021844,0.13924171,81.996033,1,7.2411436e-05,7.2411436e-05,2.8633783e-06,0,0,0,1,366,16,1
303.86734,0.001206,2.7138193,0.70700771,0.70700771,0.0167387,89.040901,1,0.00060271146,0.00060271146,3.3783499e-07,0,0,0,4,379,16,1
303.86948,0.00030399999,2.5671012,0.5557977,0.5557977,0.61820537,51.8148,1,9.400514e-05,9.400514e-05,0.00011630105,0,0,0,1,367,16,1
303.91064,0.0021259999,2.698741,0.70709854,0.70709854,0.0048278049,89.723389,1,0.0010628601,0.0010628601,4.9546809e-08,0,0,0,2,378,16,1
303.92258,0.00073099998,2.7150548,0.70710075,0.70710075,0.0041223727,89.763802,1,0.00036573844,0.00036573844,1.24309e-08,0,0,0,3,379,16,1
303.93839,0.00053299998,2.5791039,0.59513062,0.59513062,0.5400362,57.313896,1,0.00018869671,0.00018869671,0.00015537655,0,0,0,1,368,16,1
303.99478,0.0020600001,2.7268829,0.70710444,0.70710444,0.0025664675,89.852951,1,0.0010298402,0.0010298402,1.3566701e-08,0,0,0,3,380,16,1
304.03076,6.6000001e-05,2.7405391,0.69838357,0.69838357,0.15659098,80.990921,1,3.2076077e-05,3.2076077e-05,1.6125999e-06,0,0,0,4,380,16,1
304.06277,0.001655,2.6007752,0.70710677,0.70710677,0.000200537,89.98851,1,0.00082741288,0.00082741288,6.6548975e-11,0,0,0,1,369,16,1
304.08768,0.001227,2.7421021,0.70709616,0.70709616,0.0054876269,89.685577,1,0.00061368995,0.00061368995,3.696249e-08,0,0,0,3,381,16,1
304.11444,0.001263,2.7324283,0.70710677,0.70710677,0.00013101703,89.992493,1,0.00063164934,0.00063164934,2.1685105e-11,0,0,0,2,379,16,1
304.11566,0.00047200001,2.6099906,0.70679891,0.70679891,0.029504629,88.309265,1,0.00023577047,0.00023577047,4.1084496e-07,0,0,0,1,370,16,1
304.22336,0.0046089999,2.7720339,0.13505664,0.13505664,0.98159027,11.011079,1,8.4063744e-05,8.4063744e-05,0.0044405553,0,0,0,4,381,16,1
304.23724,0.0056759999,2.774307,0.068662934,0.068662934,0.99527425,5.5724268,1,2.6762173e-05,2.6762173e-05,0.0056229238,0,0,0,4,382,16,1
304.28735,0.00019999999,2.7824996,0.70247614,0.70247614,0.11425673,83.439247,1,9.8860975e-05,9.8860975e-05,2.6153232e-06,0,0,0,4,383,16,1
304.33932,5.6000001e-05,2.7696033,0.23382908,0.23382908,0.94374144,19.310314,1,3.0696729e-06,3.0696729e-06,5.0003582e-05,0,0,0,2,380,16,1
304.35388,0.00083999999,2.7857122,0.50021619,0.50021619,0.70680088,45.02478,1,0.00021018357,0.00021018357,0.00041964054,0,0,0,3,382,16,1
304.36996,0.0089450004,2.7883499,0.0039977464,0.0039977464,0.99998403,0.32385132,1,1.4295335e-07,1.4295335e-07,0.0089443726,0,0,0,3,383,16,1
304.40112,0.00037200001,2.7798185,0.3654443,0.3654443,0.85609633,31.118937,1,4.9702579e-05,4.9702579e-05,0.00027276069,0,0,0,2,381,16,1
304.43106,0.00027399999,2.6649351,0.70693666,0.70693666,0.021935269,88.743103,1,0.00013686817,0.00013686817,1.3177329e-07,0,0,0,1,371,16,1
304.45557,0.002635,2.6692033,0.70710659,0.70710659,0.00070686074,89.959503,1,0.0013175809,0.0013175809,1.316665e-09,0,0,0,1,372,16,1
304.45776,0.000193,2.8027337,0.21699801,0.21699801,0.95174772,17.871399,1,9.0754947e-06,9.0754947e-06,0.00017458324,0,0,0,3,384,16,1
304.48846,0.00075200002,2.8153844,0.70373714,0.70373714,0.0975096,84.404221,1,0.00037239521,0.00037239521,7.1495369e-06,0,0,0,4,384,16,1
304.55124,0.0078090001,2.8046293,0.0031639249,0.0031639249,0.99998999,0.25640866,1,7.8174402e-08,7.8174402e-08,0.0078091468,0,0,0,2,382,16,1
304.56738,0.00053899997,2.8206887,0.70693147,0.70693147,0.02226473,88.72422,1,0.00026958721,0.00026958721,2.6741117e-07,0,0,0,3,385,16,1
304.57315,0.00095100002,2.8082492,0.67276013,0.67276013,0.30787605,72.068726,1,0.00043027513,0.00043027513,9.0110952e-05,0,0,0,2,383,16,1
304.58066,0.001648,2.8304615,0.01322479,0.01322479,0.99982506,1.0717366,1,2.8827995e-07,2.8827995e-07,0.0016477256,0,0,0,4,385,16,1
304.60574,0.000218,2.813638,0.23527682,0.23527682,0.94302154,19.434662,1,1.2083714e-05,1.2083714e-05,0.00019412678,0,0,0,2,384,16,1
304.61096,0.00049200002,2.6962748,0.70708066,0.70708066,0.0085926298,89.507675,1,0.00024572248,0.00024572248,3.628767e-08,0,0,0,1,373,16,1
304.63324,8.0999998e-05,2.8390627,0.30931392,0.30931392,0.89924955,25.940401,1,7.7240065e-06,7.7240065e-06,6.528361e-05,0,0,0,4,386,16,1
304.63718,0.00073500001,2.700839,0.70709491,0.70709491,0.0057906066,89.668221,1,0.00036744046,0.00036744046,2.4642208e-08,0,0,0,1,374,16,1
304.72339,0.000109,2.8462455,0.70705622,0.70705622,0.01195619,89.314941,1,5.449653e-05,5.449653e-05,1.5582838e-08,0,0,0,3,387,16,1
304.75684,0.00031900001,2.838614,0.70710653,0.70710653,0.00085358275,89.951096,1,0.00015926162,0.00015926162,2.3207732e-10,0,0,0,2,385,16,1
304.80304,0.00019399999,2.8668294,0.70710343,0.70710343,0.0030844233,89.823273,1,9.6861892e-05,9.6861892e-05,1.8430409e-09,0,0,0,4,387,16,1
304.82578,0.000158,2.8630211,0.7070955,0.7070955,0.0056550479,89.675987,1,7.9243684e-05,7.9243684e-05,5.0685203e-09,0,0,0,3,388,16,1
304.86658,0.00098500005,2.7408018,0.70710558,0.70710558,0.0018238842,89.8955,1,0.00049237185,0.00049237185,3.2758134e-09,0,0,0,1,375,16,1
304.86954,0.00071499997,2.8777037,0.70710671,0.70710671,0.00044943389,89.974251,1,0.00035772973,0.00035772973,1.4451627e-10,0,0,0,4,388,16,1
