energy,os,wid,mu_x,mu_y,mu_z,theta,sym,xx,yy,zz,xy,xz,yz,atom,mo,cluster
293.69235,9.6000003e-05,1.0499544,0.70490789,0.70490789,0.07880155,85.480316,1,4.7683017e-05,4.7683017e-05,5.9589331e-07,0,0,0,4,256,13,1
293.69952,0.000734,1.0108927,0.086853206,0.086853206,0.99242783,7.0554113,1,5.5401938e-06,5.5401938e-06,0.0007233544,0,0,0,2,250,13,1
293.72192,0.00051500002,1.0145954,0.36186036,0.36186036,0.85913569,30.780325,1,6.7418929e-05,6.7418929e-05,0.00038003476,0,0,0,2,251,13,1
293.72787,0.00065499998,1.0449116,0.70710677,0.70710677,0.00015936513,89.990868,1,0.00032746681,0.00032746681,1.6633512e-11,0,0,0,3,256,13,1
293.74344,8.5e-05,1.0583105,0.70708448,0.70708448,0.0079477681,89.544624,1,4.2750049e-05,4.2750049e-05,5.401128e-09,0,0,0,4,257,13,1
293.75195,0.00024199999,1.0597005,0.70698667,0.70698667,0.018432803,88.943817,1,0.00012093587,0.00012093587,8.2208274e-08,0,0,0,4,258,13,1
293.75467,0.00037699999,0.80504453,0.70707995,0.70707995,0.0087088374,89.501015,1,0.00018869678,0.00018869678,2.862515e-08,0,0,0,1,219,13,1
293.80579,0.00055400003,0.81394649,0.70708621,0.70708621,0.0076272283,89.562988,1,0.00027716183,0.00027716183,3.2249442e-08,0,0,0,1,220,13,1
293.82965,0.00021699999,1.0323977,0.70705384,0.70705384,0.012238385,89.298775,1,0.00010839714,0.00010839714,3.2475889e-08,0,0,0,2,252,13,1
293.84827,0.00020900001,0.82135022,0.70710272,0.70710272,0.003391973,89.805656,1,0.0001046262,0.0001046262,2.4075775e-09,0,0,0,1,221,13,1
293.87097,0.000104,1.068355,0.6998896,0.6998896,0.14251004,81.806885,1,5.0918872e-05,5.0918872e-05,2.1111089e-06,0,0,0,3,257,13,1
293.87183,0.000505,1.0393732,0.70704025,0.70704025,0.013720282,89.21386,1,0.00025259153,0.00025259153,9.5116661e-08,0,0,0,2,253,13,1
293.87567,0.001734,1.0691249,0.70710671,0.70710671,0.00053155707,89.969543,1,0.00086684595,0.00086684595,4.8985982e-10,0,0,0,3,258,13,1
293.88907,5.9000002e-05,0.82845777,0.70710677,0.70710677,0.00016668432,89.990448,1,2.9518089e-05,2.9518089e-05,1.6402413e-12,0,0,0,1,222,13,1
293.89865,0.00093099999,1.0836896,0.70710653,0.70710653,0.000820302,89.953003,1,0.00046532231,0.00046532231,6.262269e-10,0,0,0,4,259,13,1
293.91473,4.5000001e-05,1.0464643,0.7060008,0.7060008,0.055908367,86.795013,1,2.2194477e-05,2.2194477e-05,1.3918364e-07,0,0,0,2,254,13,1
293.93716,0.00027799999,1.0899853,0.70710641,0.70710641,0.0010033534,89.942513,1,0.00013900451,0.00013900451,2.7987695e-10,0,0,0,4,260,13,1
293.94766,0.00051500002,1.0809203,0.70710677,0.70710677,0.00031072093,89.982201,1,0.00025747612,0.00025747612,4.9717355e-11,0,0,0,3,259,13,1
293.94925,6.1999999e-05,1.0521671,0.70709449,0.70709449,0.0058980156,89.662064,1,3.080715e-05,3.080715e-05,2.1434261e-09,0,0,0,2,255,13,1
293.98706,0.00012700001,1.0981451,0.70331591,0.70331591,0.10340927,84.064476,1,6.2598032e-05,6.2598032e-05,1.3532523e-06,0,0,0,4,262,13,1
294.01257,0.00012500001,0.84997219,0.7049005,0.7049005,0.078933887,85.47271,1,6.2163912e-05,6.2163912e-05,7.7948829e-07,0,0,0,1,223,13,1
294.03754,0.000126,1.0667626,0.70684302,0.70684302,0.027310489,88.435028,1,6.2907849e-05,6.2907849e-05,9.3911304e-08,0,0,0,2,257,13,1
294.04489,0.000201,1.0968441,0.67704558,0.67704558,0.28847623,73.233246,1,9.2066912e-05,9.2066912e-05,1.6714288e-05,0,0,0,3,261,13,1
294.04834,0.00022099999,1.1081692,0.70310181,0.70310181,0.10628113,83.899017,1,0.00010920421,0.00010920421,2.4952569e-06,0,0,0,4,263,13,1
294.07239,0.00076999998,0.86038971,0.70710677,0.70710677,0.00034074046,89.980476,1,0.00038494487,0.00038494487,8.9387345e-11,0,0,0,1,225,13,1
294.08984,0.00034500001,1.1149555,0.12477795,0.12477795,0.98430735,10.163783,1,5.376588e-06,5.376588e-06,0.00033457426,0,0,0,4,264,13,1
294.10059,0.00012,1.1059691,0.45908213,0.45908213,0.76058346,40.484337,1,2.5369933e-05,2.5369933e-05,6.963576e-05,0,0,0,3,262,13,1
294.11456,0.00070999999,0.86774123,0.70710671,0.70710671,0.00038340918,89.978035,1,0.00035511583,0.00035511583,1.0440592e-10,0,0,0,1,226,13,1
294.12064,0.000137,1.0804987,0.70446104,0.70446104,0.086424842,85.042038,1,6.8061956e-05,6.8061956e-05,1.0243955e-06,0,0,0,2,258,13,1
294.12415,0.000103,1.1205643,0.65828872,0.65828872,0.3651191,68.585091,1,4.4788707e-05,4.4788707e-05,1.377859e-05,0,0,0,4,265,13,1
294.12808,6.2999999e-05,1.1104742,0.60121834,0.60121834,0.52637726,58.238995,1,2.287682e-05,2.287682e-05,1.7535795e-05,0,0,0,3,263,13,1
294.15247,0.000116,0.87434363,0.056107439,0.056107439,0.99684697,4.5510917,1,3.6647612e-07,3.6647612e-07,0.00011568094,0,0,0,1,227,13,1
294.16608,0.00054400001,1.1166996,0.70703524,0.70703524,0.014226451,89.18486,1,0.0002720597,0.0002720597,1.1014765e-07,0,0,0,3,264,13,1
294.16846,0.000132,1.1278086,0.67442,0.67442,0.30052507,72.510857,1,6.024001e-05,6.024001e-05,1.1961499e-05,0,0,0,4,266,13,1
294.17334,0.00057700003,1.0892098,0.70710677,0.70710677,0.00012840707,89.992645,1,0.00028831972,0.00028831972,9.5078494e-12,0,0,0,2,259,13,1
294.20697,0.000478,0.88383782,0.70710671,0.70710671,0.00044517469,89.974495,1,0.00023878468,0.00023878468,9.4644952e-11,0,0,0,1,228,13,1
294.21649,6.6000001e-05,1.1249564,0.70682526,0.70682526,0.028214836,88.383194,1,3.3101984e-05,3.3101984e-05,5.2745449e-08,0,0,0,3,265,13,1
294.22104,0.00029500001,1.0970943,0.70701808,0.70701808,0.015841471,89.092316,1,0.0001476638,0.0001476638,7.4131719e-08,0,0,0,2,260,13,1
294.23196,0.000451,0.88819295,0.70668954,0.70668954,0.034348574,88.031586,1,0.00022522421,0.00022522421,5.3207793e-07,0,0,0,1,229,13,1
294.26917,0.00031199999,1.1442755,0.70707422,0.70707422,0.0095939245,89.450302,1,0.00015622584,0.00015622584,2.8761759e-08,0,0,0,4,267,13,1
294.26984,0.001146,1.1051607,0.70710665,0.70710665,0.00066716888,89.961777,1,0.00057282479,0.00057282479,5.0994531e-10,0,0,0,2,261,13,1
294.27869,0.000165,0.89632839,0.70697135,0.70697135,0.019571727,88.878548,1,8.2334634e-05,8.2334634e-05,6.310114e-08,0,0,0,1,230,13,1
294.28796,0.000206,1.1473497,0.00014418656,0.00014418656,1,0,1,4.2741704e-12,4.2741704e-12,0.00020559011,0,0,0,4,268,13,1
294.29263,0.000134,1.1089295,0.70710677,0.70710677,0.0002947101,89.983116,1,6.6871347e-05,6.6871347e-05,1.1616094e-11,0,0,0,2,262,13,1
294.31058,0.00054099999,1.1403723,0.51281279,0.51281279,0.68851006,46.487717,1,0.00014225284,0.00014225284,0.00025642707,0,0,0,3,267,13,1
294.33365,0.000183,1.1157066,0.56254548,0.56254548,0.60587555,52.708126,1,5.7779976e-05,5.7779976e-05,6.7023779e-05,0,0,0,2,263,13,1
294.34058,0.000166,0.9071117,0.70707726,0.70707726,0.0091334544,89.476685,1,8.2865838e-05,8.2865838e-05,1.3826488e-08,0,0,0,1,231,13,1
294.34537,0.00079700002,1.1460733,0.70578814,0.70578814,0.061042253,86.500359,1,0.00039709595,0.00039709595,2.970351e-06,0,0,0,3,268,13,1
294.35715,0.00023600001,1.119591,0.26564422,0.26564422,0.92675042,22.066198,1,1.6679476e-05,1.6679476e-05,0.00020300526,0,0,0,2,264,13,1
294.37216,0.000405,1.1611185,0.15139163,0.15139163,0.97681171,12.362742,1,9.2879327e-06,9.2879327e-06,0.000386667,0,0,0,4,269,13,1
294.37503,7.4000003e-05,1.1225498,0.70710671,0.70710671,0.00046425205,89.973404,1,3.7164369e-05,3.7164369e-05,1.6020074e-11,0,0,0,2,265,13,1
294.37784,0.000416,1.1620506,0.69253343,0.69253343,0.2019773,78.347389,1,0.00019948416,0.00019948416,1.6968053e-05,0,0,0,4,270,13,1
294.38379,8.3999999e-05,0.91463739,0.70295274,0.70295274,0.10823558,83.786385,1,4.1330444e-05,4.1330444e-05,9.7984628e-07,0,0,0,1,232,13,1
294.39688,0.000619,1.1545103,0.70710671,0.70710671,0.00040300685,89.976906,1,0.00030967934,0.00030967934,1.0059285e-10,0,0,0,3,269,13,1
294.41296,0.000107,1.1571479,0.68613338,0.68613338,0.24174765,76.010292,1,5.0529165e-05,5.0529165e-05,6.2726272e-06,0,0,0,3,270,13,1
294.41656,0.0012460001,0.92035133,0.70710677,0.70710677,3.3707242e-05,89.99807,1,0.00062320411,0.00062320411,1.4161416e-12,0,0,0,1,233,13,1
294.41745,0.00036899999,1.1685262,0.70710284,0.70710284,0.0033382152,89.808731,1,0.00018431785,0.00018431785,4.1080042e-09,0,0,0,4,271,13,1
294.43576,0.00040700001,1.1715187,0.70679706,0.70679706,0.029593274,88.304184,1,0.0002034105,0.0002034105,3.5659059e-07,0,0,0,4,272,13,1
294.44809,0.00077599997,0.92583883,0.70709932,0.70709932,0.0046027526,89.736282,1,0.00038782833,0.00038782833,1.6432892e-08,0,0,0,1,234,13,1
294.45789,0.00038400001,1.1645036,0.70707583,0.70707583,0.0093543055,89.464027,1,0.00019206142,0.00019206142,3.361485e-08,0,0,0,3,271,13,1
294.47284,0.00013499999,1.1387157,0.66421825,0.66421825,0.34296981,69.942085,1,5.9604896e-05,5.9604896e-05,1.5891763e-05,0,0,0,2,266,13,1
294.49646,0.00053600001,1.1814446,0.70695889,0.70695889,0.020450151,88.828209,1,0.00026766458,0.00026766458,2.2397293e-07,0,0,0,4,273,14,1
294.49704,0.000102,1.1427159,0.70686752,0.70686752,0.02601104,88.509506,1,5.075939e-05,5.075939e-05,6.8731495e-08,0,0,0,2,267,14,1
294.51709,0.000462,0.93785906,0.7070536,0.7070536,0.012267378,89.297112,1,0.00023093793,0.00023093793,6.9517505e-08,0,0,0,1,235,14,1
294.51999,5.7000001e-05,1.1746771,0.70578593,0.70578593,0.061093912,86.497398,1,2.839696e-05,2.839696e-05,2.1277557e-07,0,0,0,3,272,14,1
294.52298,7.2000003e-05,0.93888682,0.38470054,0.38470054,0.83905363,32.959679,1,1.0700115e-05,1.0700115e-05,5.0900529e-05,0,0,0,1,236,14,1
294.53787,0.000155,1.1776096,0.21440729,0.21440729,0.95292133,17.650965,1,7.1224722e-06,7.1224722e-06,0.0001406908,0,0,0,3,273,14,1
294.53955,0.001156,1.1884925,0.70710617,0.70710617,0.001316549,89.924568,1,0.0005780686,0.0005780686,2.0039377e-09,0,0,0,4,274,14,1
294.57306,5.9999998e-05,1.1939707,0.70685595,0.70685595,0.026631849,88.47393,1,2.9973424e-05,2.9973424e-05,4.2547796e-08,0,0,0,4,275,14,1
294.58527,0.00032200001,0.94973987,0.70710152,0.70710152,0.0038474093,89.779556,1,0.00016102422,0.00016102422,4.767212e-09,0,0,0,1,237,14,1
294.59839,8.5e-05,0.95202196,0.70706028,0.70706028,0.011469255,89.342842,1,4.2502415e-05,4.2502415e-05,1.118333e-08,0,0,0,1,238,14,1
294.61969,0.000153,0.95573252,0.70706183,0.70706183,0.011277692,89.353821,1,7.6713914e-05,7.6713914e-05,1.9516406e-08,0,0,0,1,239,14,1
294.62347,0.00058200001,1.191633,0.70707506,0.70707506,0.0094761858,89.457047,1,0.00029122416,0.00029122416,5.2307449e-08,0,0,0,3,275,14,1
294.64627,0.000228,0.96036643,0.70710301,0.70710301,0.0032685106,89.812729,1,0.00011388594,0.00011388594,2.4333497e-09,0,0,0,1,240,14,1
294.66284,0.0018110001,1.1701219,0.70669395,0.70669395,0.034166224,88.042038,1,0.0009046059,0.0009046059,2.1144169e-06,0,0,0,2,269,14,1
294.66574,0.00019200001,1.2091295,0.64837462,0.64837462,0.39902472,66.482773,1,8.077953e-05,8.077953e-05,3.0594892e-05,0,0,0,4,277,14,1
294.67694,0.000291,1.2109609,0.57683885,0.57683885,0.57837176,54.663898,1,9.6773867e-05,9.6773867e-05,9.7288874e-05,0,0,0,4,278,14,1
294.68085,0.00040600001,1.1730971,0.10663697,0.10663697,0.98856318,8.6737127,1,4.6141313e-06,4.6141313e-06,0.00039653652,0,0,0,2,270,14,1
294.69608,0.000138,0.96904188,0.7069605,0.7069605,0.0203394,88.834557,1,6.9182257e-05,6.9182257e-05,5.7263865e-08,0,0,0,1,241,14,1
294.73239,0.000199,1.2094735,0.70611745,0.70611745,0.052879844,86.968796,1,9.9275123e-05,9.9275123e-05,5.5675844e-07,0,0,0,3,276,14,1
294.73645,0.000201,1.2206906,0.70633173,0.70633173,0.046808343,87.317101,1,0.00010041738,0.00010041738,4.409994e-07,0,0,0,4,279,14,1
294.75256,0.000203,1.2127827,0.69147462,0.69147462,0.20910697,77.929977,1,9.6909956e-05,9.6909956e-05,8.862432e-06,0,0,0,3,277,14,1
294.75345,0.00042200001,1.1850976,0.70709139,0.70709139,0.0066012102,89.621773,1,0.00021125858,0.00021125858,1.8412399e-08,0,0,0,2,271,14,1
294.80197,0.00025000001,0.98749024,0.70539796,0.70539796,0.069479473,86.015907,1,0.00012417235,0.00012417235,1.2046738e-06,0,0,0,1,242,14,1
294.80328,0.000325,1.2210886,0.5047639,0.5047639,0.70030475,45.548542,1,8.289051e-05,8.289051e-05,0.00015955206,0,0,0,3,278,14,1
294.80423,0.000187,1.1934947,0.68716896,0.68716896,0.23579153,76.361717,1,8.8304863e-05,8.8304863e-05,1.0397142e-05,0,0,0,2,272,14,1
294.82114,0.00034,1.1962881,0.67116022,0.67116022,0.31478232,71.652328,1,0.00015323194,0.00015323194,3.3706805e-05,0,0,0,2,273,14,1
294.83328,0.000181,0.99294293,0.70701939,0.70701939,0.015720928,89.09922,1,9.0314978e-05,9.0314978e-05,4.4653294e-08,0,0,0,1,243,14,1
294.83945,0.00039199999,1.2375337,0.70698535,0.70698535,0.018529598,88.938271,1,0.00019611407,0.00019611407,1.3471623e-07,0,0,0,4,280,14,1
294.84247,0.00083500001,1.2275106,0.70685309,0.70685309,0.026784159,88.465195,1,0.00041706685,0.00041706685,5.9882967e-07,0,0,0,3,279,14,1
294.84659,0.00034100001,0.99525982,0.15179825,0.15179825,0.97668552,12.396465,1,7.8585263e-06,7.8585263e-06,0.00032532471,0,0,0,1,244,14,1
294.85693,0.00025000001,1.2022057,0.70705277,0.70705277,0.012363362,89.291611,1,0.00012488732,0.00012488732,3.818457e-08,0,0,0,2,274,14,1
294.87674,0.000463,1.2054785,0.70628452,0.70628452,0.048211262,87.236626,1,0.00023113374,0.00023113374,1.0769636e-06,0,0,0,2,275,14,1
294.88849,0.00037600001,1.2350465,0.70709813,0.70709813,0.0049516554,89.716293,1,0.00018797585,0.00018797585,9.2181454e-09,0,0,0,3,280,14,1
294.91019,0.00026,1.0063393,0.32294273,0.32294273,0.88961565,27.175011,1,2.7073418e-05,2.7073418e-05,0.0002054456,0,0,0,1,245,14,1
294.94717,4.3e-05,1.012785,0.3126983,0.3126983,0.89690554,26.24575,1,4.2346751e-06,4.2346751e-06,3.483874e-05,0,0,0,1,246,14,1
294.95914,7.0000002e-05,1.2571076,0.70683265,0.70683265,0.027841987,88.404564,1,3.4908113e-05,3.4908113e-05,5.4161859e-08,0,0,0,4,281,14,1
294.98578,8.5e-05,1.0195093,0.6939916,0.6939916,0.19170624,78.947624,1,4.0907191e-05,4.0907191e-05,3.1215027e-06,0,0,0,1,247,14,1
294.98978,0.00026,1.0202061,0.70709699,0.70709699,0.0052546589,89.698929,1,0.00013003912,0.00013003912,7.1813333e-09,0,0,0,1,248,14,1
295.01129,8.0999998e-05,1.2551641,0.21235301,0.21235301,0.95384085,17.476377,1,3.6332015e-06,3.6332015e-06,7.3303461e-05,0,0,0,3,281,14,1
295.02945,0.000203,1.2307192,0.70710337,0.70710337,0.003094817,89.822678,1,0.00010151809,0.00010151809,1.9446773e-09,0,0,0,2,277,14,1
295.04028,0.000151,1.2599151,0.70699954,0.70699954,0.017413221,89.002243,1,7.5238713e-05,7.5238713e-05,4.5641642e-08,0,0,0,3,282,14,1
295.05176,6.9000002e-05,1.2722499,0.70710665,0.70710665,0.0005532208,89.9683,1,3.4575889e-05,3.4575889e-05,2.1164135e-11,0,0,0,4,283,14,1
295.05447,0.00050800003,1.0314772,0.70691019,0.70691019,0.023577545,88.648979,1,0.00025399122,0.00025399122,2.8254482e-07,0,0,0,1,249,14,1
295.07574,0.000374,1.2383723,0.70710534,0.70710534,0.0020389063,89.883179,1,0.00018675519,0.00018675519,1.552741e-09,0,0,0,2,278,14,1
295.08014,0.00012899999,1.2768941,0.55969131,0.55969131,0.61113936,52.328068,1,4.0549752e-05,4.0549752e-05,4.8347225e-05,0,0,0,4,284,14,1
295.08636,0.00023600001,1.2674674,0.70704973,0.70704973,0.012702622,89.272171,1,0.00011811696,0.00011811696,3.812406e-08,0,0,0,3,283,14,1
295.10068,0.00076700002,1.0395255,0.70697951,0.70697951,0.018970085,88.913033,1,0.00038344626,0.00038344626,2.7607646e-07,0,0,0,1,250,14,1
295.15295,0.000225,1.2887987,0.2552889,0.2552889,0.93255305,21.163647,1,1.4662406e-05,1.4662406e-05,0.00019565391,0,0,0,4,285,14,1
295.15393,0.000225,1.2512984,0.70710677,0.70710677,2.8585509e-05,89.99836,1,0.00011239998,0.00011239998,1.8369112e-13,0,0,0,2,280,14,1
295.17834,0.000119,1.2929522,0.16013746,0.16013746,0.97401845,13.089255,1,3.0556478e-06,3.0556478e-06,0.00011304512,0,0,0,4,286,14,1
295.18988,5.5e-05,1.2844232,0.41531238,0.41531238,0.80934,35.968502,1,9.4546758e-06,9.4546758e-06,3.5905334e-05,0,0,0,3,284,14,1
295.20993,9.7999997e-05,1.260555,0.51148582,0.51148582,0.69048136,46.331776,1,2.5540385e-05,2.5540385e-05,4.654405e-05,0,0,0,2,281,14,1
295.22177,0.00039999999,1.0606219,0.70677191,0.70677191,0.030772323,88.236595,1,0.00019961479,0.00019961479,3.7840312e-07,0,0,0,1,251,14,1
295.22354,0.000132,1.262803,0.70710224,0.70710224,0.0035854923,89.794563,1,6.5840868e-05,6.5840868e-05,1.6928901e-09,0,0,0,2,282,14,1
295.23224,0.000157,1.3017662,0.68487847,0.68487847,0.24876286,75.59568,1,7.3587013e-05,7.3587013e-05,9.7083448e-06,0,0,0,4,287,14,1
295.23459,0.001106,1.2917463,0.70710641,0.70710641,0.0010317659,89.940887,1,0.00055297144,0.00055297144,1.1773228e-09,0,0,0,3,285,14,1
295.26309,0.00025300001,1.2964152,0.70451719,0.70451719,0.085505269,85.094917,1,0.0001254215,0.0001254215,1.8474582e-06,0,0,0,3,286,14,1
295.30066,0.000225,1.3129513,0.70710343,0.70710343,0.003070811,89.824059,1,0.00011258722,0.00011258722,2.1233884e-09,0,0,0,4,288,14,1
295.30698,0.00015399999,1.3036071,0.18804924,0.18804924,0.96398908,15.422924,1,5.4463007e-06,5.4463007e-06,0.00014312079,0,0,0,3,287,14,1
295.33664,0.000356,1.281498,0.70710355,0.70710355,0.0030250524,89.826675,1,0.00017778089,0.00017778089,3.2537553e-09,0,0,0,2,283,14,1
295.34259,0.000226,1.0816659,0.017133495,0.017133495,0.99970639,1.3884668,1,6.6480581e-08,6.6480581e-08,0.00022633295,0,0,0,1,252,14,1
295.34778,0.00064400001,1.0825717,0.7071045,0.7071045,0.0025360435,89.854698,1,0.0003219069,0.0003219069,4.1407264e-09,0,0,0,1,253,14,1
295.35046,0.000294,1.3210949,0.70668495,0.70668495,0.034536835,88.02079,1,0.00014686806,0.00014686806,3.507848e-07,0,0,0,4,289,14,1
295.36148,0.00055200001,1.0849584,0.70622087,0.70622087,0.050042175,87.131599,1,0.00027523842,0.00027523842,1.3819755e-06,0,0,0,1,254,14,1
295.37366,7.3000003e-05,1.3248886,0.67787528,0.67787528,0.28455275,73.46788,1,3.3627544e-05,3.3627544e-05,5.925448e-06,0,0,0,4,290,14,1
295.40598,0.00042,1.3198258,0.7058903,0.7058903,0.058633022,86.638649,1,0.00020948856,0.00020948856,1.4453415e-06,0,0,0,3,288,14,1
295.43137,7.1000002e-05,1.334324,0.70429569,0.70429569,0.089079231,84.889359,1,3.5050169e-05,3.5050169e-05,5.6070309e-07,0,0,0,4,291,14,1
295.43393,0.000128,1.2975812,0.42223814,0.42223814,0.80214083,36.664974,1,2.2910221e-05,2.2910221e-05,8.2682884e-05,0,0,0,2,284,14,1
295.43558,0.000237,1.324675,0.70710582,0.70710582,0.0016730414,89.904144,1,0.00011827434,0.00011827434,6.6211758e-10,0,0,0,3,289,14,1
295.46585,0.000222,1.3028541,0.70459992,0.70459992,0.084130004,85.174004,1,0.00011039581,0.00011039581,1.5738713e-06,0,0,0,2,285,14,1
295.47186,0.00031,1.1041907,0.077989645,0.077989645,0.99389899,6.332273,1,1.8846545e-06,1.8846545e-06,0.00030608522,0,0,0,1,256,14,1
295.48285,0.000375,1.3056641,0.68125778,0.68125778,0.26790985,74.460068,1,0.00017407679,0.00017407679,2.6921258e-05,0,0,0,2,286,14,1
295.49426,5.3e-05,1.3342915,0.70710677,0.70710677,0.00025383409,89.985458,1,2.6277994e-05,2.6277994e-05,3.3862741e-12,0,0,0,3,290,14,1
295.50604,0.000108,1.309499,0.43955031,0.43955031,0.78332055,38.434383,1,2.0785055e-05,2.0785055e-05,6.6010492e-05,0,0,0,2,287,14,1
295.52347,9.6999996e-05,1.3390752,0.559358,0.559358,0.61174935,52.283901,1,3.0220592e-05,3.0220592e-05,3.6146834e-05,0,0,0,3,291,14,1
295.53726,0.00036899999,1.1155838,0.70640236,0.70640236,0.044624556,87.442352,1,0.00018420142,0.00018420142,7.3508323e-07,0,0,0,1,257,14,1
295.54938,0.00028599999,1.1176916,0.70665091,0.70665091,0.03590335,87.942444,1,0.0001429538,0.0001429538,3.69025e-07,0,0,0,1,258,14,1
295.55994,7.0000002e-05,1.3184084,0.0058352207,0.0058352207,0.99996597,0.47271237,1,2.3851459e-09,2.3851459e-09,7.0043978e-05,0,0,0,2,288,14,1
295.57767,0.000528,1.3479544,0.70696533,0.70696533,0.020003313,88.853821,1,0.00026394628,0.00026394628,2.1131154e-07,0,0,0,3,292,14,1
295.58835,0.00035799999,1.3599974,0.70554572,0.70554572,0.066411585,86.192093,1,0.00017827861,0.00017827861,1.5795621e-06,0,0,0,4,294,14,1
295.60068,0.00012,1.3517224,0.41704965,0.41704965,0.80755138,36.14262,1,2.0819729e-05,2.0819729e-05,7.8062032e-05,0,0,0,3,293,14,1
295.62628,0.00025799999,1.1310881,0.70710421,0.70710421,0.0026863352,89.846085,1,0.00012882876,0.00012882876,1.8593725e-09,0,0,0,1,259,14,1
295.65686,7.3000003e-05,1.1364188,0.70709836,0.70709836,0.0048778877,89.72052,1,3.6256872e-05,3.6256872e-05,1.7254176e-09,0,0,0,1,260,14,1
295.66275,0.00021300001,1.3354008,0.70706195,0.70706195,0.011263015,89.35466,1,0.00010660211,0.00010660211,2.7049559e-08,0,0,0,2,289,14,1
295.66327,0.00019200001,1.3619778,0.47871724,0.47871724,0.73597527,42.61031,1,4.4046217e-05,4.4046217e-05,0.00010410629,0,0,0,3,294,14,1
295.68106,0.001499,1.1406345,0.70710659,0.70710659,0.00072621537,89.958389,1,0.00074947655,0.00074947655,7.9053131e-10,0,0,0,1,261,14,1
295.70114,0.000142,1.3417481,0.70705295,0.70705295,0.012336129,89.293175,1,7.1121598e-05,7.1121598e-05,2.1649877e-08,0,0,0,2,290,14,1
295.71115,0.00023000001,1.3800782,0.058063839,0.058063839,0.99662286,4.7101469,1,7.7622371e-07,7.7622371e-07,0.00022868472,0,0,0,4,296,14,1
295.71329,0.000199,1.370169,0.70411336,0.70411336,0.091917105,84.726097,1,9.8517434e-05,9.8517434e-05,1.6788837e-06,0,0,0,3,295,14,1
295.72134,5.4e-05,1.3450871,0.70709664,0.70709664,0.0053624525,89.692749,1,2.7210301e-05,2.7210301e-05,1.5649579e-09,0,0,0,2,291,14,1
295.77884,0.00054600002,1.3545916,0.70710081,0.70710081,0.0041083596,89.76461,1,0.00027307973,0.00027307973,9.2185726e-09,0,0,0,2,292,14,1
295.79117,0.00080400001,1.1598146,0.70710659,0.70710659,0.00072674511,89.958359,1,0.00040178109,0.00040178109,4.244084e-10,0,0,0,1,262,14,1
295.79254,0.000136,1.3933891,0.70565259,0.70565259,0.06410037,86.324799,1,6.7633002e-05,6.7633002e-05,5.5808169e-07,0,0,0,4,298,14,1
295.83636,0.000191,1.3903359,0.70710677,0.70710677,6.6078261e-05,89.996216,1,9.5511787e-05,9.5511787e-05,8.340731e-13,0,0,0,3,297,14,1
295.83813,0.000182,1.3643936,0.70578104,0.70578104,0.061206225,86.490952,1,9.0513473e-05,9.0513473e-05,6.8071358e-07,0,0,0,2,293,14,1
295.84286,9.5000003e-05,1.4016144,0.58333516,0.58333516,0.56519037,55.584488,1,3.2271917e-05,3.2271917e-05,3.0295492e-05,0,0,0,4,299,14,1
295.86328,0.000298,1.1723748,0.70710617,0.70710617,0.0013321702,89.923676,1,0.00014875116,0.00014875116,5.2797161e-10,0,0,0,1,264,14,1
295.89346,0.000208,1.3996903,0.70710528,0.70710528,0.002042976,89.88295,1,0.00010408677,0.00010408677,8.688682e-10,0,0,0,3,298,14,1
295.90155,0.000207,1.4112134,0.6891228,0.6891228,0.2240971,77.050209,1,9.8294004e-05,9.8294004e-05,1.0394563e-05,0,0,0,4,300,14,1
295.93228,0.000136,1.4060466,0.62823504,0.62823504,0.45895696,62.68018,1,5.3608819e-05,5.3608819e-05,2.8611183e-05,0,0,0,3,299,14,1
295.93384,0.000163,1.3802123,0.70420879,0.70420879,0.090442814,84.810921,1,8.0887396e-05,8.0887396e-05,1.3342158e-06,0,0,0,2,294,14,1
295.95132,0.000329,1.383105,0.70683491,0.70683491,0.027726417,88.411186,1,0.00016446048,0.00016446048,2.5305391e-07,0,0,0,2,295,14,1
295.96207,0.000103,1.1895864,0.70703483,0.70703483,0.014264216,89.182693,1,5.1593928e-05,5.1593928e-05,2.0999682e-08,0,0,0,1,265,14,1
295.99884,0.000237,1.4271244,0.70686018,0.70686018,0.026408995,88.486702,1,0.00011838406,0.00011838406,1.6524564e-07,0,0,0,4,301,14,1
296.01367,0.000355,1.419382,0.70710677,0.70710677,0.00020015393,89.988533,1,0.00017744816,0.00017744816,1.4217713e-11,0,0,0,3,301,14,1
296.02893,0.000176,1.395932,0.70710653,0.70710653,0.000845948,89.95153,1,8.7817367e-05,8.7817367e-05,1.2568922e-10,0,0,0,2,296,14,1
296.04398,0.000151,1.2038538,0.70710558,0.70710558,0.0018554386,89.893692,1,7.5762167e-05,7.5762167e-05,5.2164739e-10,0,0,0,1,266,14,1
296.05203,7.5999997e-05,1.3997502,0.53611386,0.53611386,0.65204585,49.30397,1,2.1816071e-05,2.1816071e-05,3.2271466e-05,0,0,0,2,297,14,1
296.06128,7.0000002e-05,1.2068676,0.465974,0.465974,0.75215453,41.222645,1,1.5177839e-05,1.5177839e-05,3.9545837e-05,0,0,0,1,267,14,1
296.10406,0.001388,1.2143236,0.70710677,0.70710677,0.00025994837,89.985107,1,0.00069394888,0.00069394888,9.3784633e-11,0,0,0,1,268,14,1
